,date_start,year,no_of_events
1926,2011-05-14,2011,1
1927,2011-05-15,2011,1
1928,2011-05-19,2011,1
1929,2011-05-22,2011,1
1930,2011-05-24,2011,1
1931,2011-05-26,4022,2
1932,2011-05-28,2011,1
1933,2011-05-31,2011,1
1934,2011-06-02,2011,1
1935,2011-06-04,2011,1
1936,2011-06-05,2011,1
1937,2011-06-06,4022,2
1938,2011-06-08,2011,1
1939,2011-06-11,2011,1
1940,2011-06-12,2011,1
1941,2011-06-13,2011,1
1942,2011-06-14,2011,1
1943,2011-06-18,4022,2
1944,2011-06-21,2011,1
1945,2011-06-23,2011,1
1946,2011-06-25,2011,1
1947,2011-06-26,4022,2
1948,2011-06-28,2011,1
1949,2011-07-01,2011,1
1950,2011-07-03,2011,1
1951,2011-07-04,4022,2
1952,2011-07-05,4022,2
1953,2011-07-08,4022,2
1954,2011-07-11,2011,1
1955,2011-07-15,2011,1
1956,2011-07-18,2011,1
1957,2011-07-23,2011,1
1958,2011-07-25,2011,1
1959,2011-07-26,2011,1
1960,2011-07-28,4022,2
1961,2011-07-29,2011,1
1962,2011-08-02,2011,1
1963,2011-08-07,2011,1
1964,2011-08-15,10055,5
1965,2011-08-17,8044,4
1966,2011-08-18,2011,1
1967,2011-08-21,2011,1
1968,2011-08-24,4022,2
1969,2011-08-25,2011,1
1970,2011-08-28,2011,1
1971,2011-08-29,2011,1
1972,2011-09-03,6033,3
1973,2011-09-05,2011,1
1974,2011-09-06,2011,1
1975,2011-09-07,2011,1
1976,2011-09-12,2011,1
1977,2011-09-13,4022,2
1978,2011-09-16,2011,1
1979,2011-09-20,2011,1
1980,2011-09-22,2011,1
1981,2011-09-24,2011,1
1982,2011-09-25,2011,1
1983,2011-09-28,2011,1
1984,2011-09-29,2011,1
1985,2011-10-02,2011,1
1986,2011-10-11,2011,1
1987,2011-10-12,10055,5
1988,2011-10-13,4022,2
1989,2011-10-19,2011,1
1990,2011-10-24,2011,1
1991,2011-10-25,2011,1
1992,2011-10-26,2011,1
1993,2011-10-27,2011,1
1994,2011-10-29,2011,1
1995,2011-10-31,2011,1
1996,2011-11-03,2011,1
1997,2011-11-05,2011,1
1998,2011-11-08,2011,1
1999,2011-11-12,2011,1
2000,2011-11-14,2011,1
2001,2011-11-16,2011,1
2002,2011-11-20,2011,1
2003,2011-11-22,2011,1
2004,2011-11-23,2011,1
2005,2011-11-28,2011,1
2006,2011-11-29,2011,1
2007,2011-12-01,4022,2
2008,2011-12-02,4022,2
2009,2011-12-03,2011,1
2010,2011-12-05,8044,4
2011,2011-12-06,2011,1
2012,2011-12-08,2011,1
2013,2011-12-10,2011,1
2014,2011-12-13,2011,1
2015,2011-12-21,2011,1
2016,2011-12-22,20110,10
2017,2011-12-25,2011,1
2018,2011-12-26,2011,1
2019,2011-12-30,2011,1
2020,2011-12-31,2011,1
2021,2012-01-03,2012,1
2022,2012-01-04,2012,1
2023,2012-01-05,10060,5
2024,2012-01-06,2012,1
2025,2012-01-07,4024,2
2026,2012-01-09,6036,3
2027,2012-01-10,2012,1
2028,2012-01-13,4024,2
2029,2012-01-14,2012,1
2030,2012-01-15,2012,1
2031,2012-01-17,4024,2
2032,2012-01-18,4024,2
2033,2012-01-21,2012,1
2034,2012-01-22,2012,1
2035,2012-01-23,4024,2
2036,2012-01-24,2012,1
2037,2012-01-25,2012,1
2038,2012-01-26,4024,2
2039,2012-01-27,2012,1
2040,2012-01-28,2012,1
2041,2012-01-30,2012,1
2042,2012-02-01,2012,1
2043,2012-02-02,2012,1
2044,2012-02-04,2012,1
2045,2012-02-07,2012,1
2046,2012-02-19,6036,3
2047,2012-02-23,48288,24
2048,2012-03-05,2012,1
2049,2012-03-06,4024,2
2050,2012-03-07,2012,1
2051,2012-03-09,2012,1
2052,2012-03-20,24144,12
2053,2012-03-31,2012,1
2054,2012-04-13,4024,2
2055,2012-04-15,2012,1
2056,2012-04-19,30180,15
2057,2012-04-23,2012,1
2058,2012-04-26,2012,1
2059,2012-05-13,2012,1
2060,2012-05-15,2012,1
2061,2012-05-22,2012,1
2062,2012-05-31,2012,1
2063,2012-06-01,2012,1
2064,2012-06-05,2012,1
2065,2012-06-07,2012,1
2066,2012-06-13,26156,13
2067,2012-06-16,2012,1
2068,2012-06-18,2012,1
2069,2012-06-22,2012,1
2070,2012-06-28,2012,1
2071,2012-06-29,2012,1
2072,2012-07-03,6036,3
2073,2012-07-04,2012,1
2074,2012-07-05,2012,1
2075,2012-07-06,2012,1
2076,2012-07-09,2012,1
2077,2012-07-23,30180,15
2078,2012-07-31,4024,2
2079,2012-08-01,2012,1
2080,2012-08-02,8048,4
2081,2012-08-08,2012,1
2082,2012-08-09,2012,1
2083,2012-08-10,2012,1
2084,2012-08-12,2012,1
2085,2012-08-16,36216,18
2086,2012-09-05,4024,2
2087,2012-09-07,2012,1
2088,2012-09-09,36216,18
2089,2012-09-17,2012,1
2090,2012-09-28,2012,1
2091,2012-09-30,20120,10
2092,2012-10-15,4024,2
2093,2012-10-19,2012,1
2094,2012-10-27,10060,5
2095,2012-10-28,4024,2
2096,2012-11-05,2012,1
2097,2012-11-06,4024,2
2098,2012-11-14,10060,5
2099,2012-11-17,2012,1
2100,2012-11-27,4024,2
2101,2012-11-28,2012,1
2102,2012-11-29,4024,2
2103,2012-12-14,2012,1
2104,2012-12-17,28168,14
2105,2012-12-22,2012,1
2106,2012-12-31,14084,7
2107,2013-01-01,2013,1
2108,2013-01-02,2013,1
2109,2013-01-03,2013,1
2110,2013-01-05,2013,1
2111,2013-01-14,6039,3
2112,2013-01-15,2013,1
2113,2013-01-16,12078,6
2114,2013-01-17,20130,10
2115,2013-01-22,6039,3
2116,2013-01-23,4026,2
2117,2013-02-03,2013,1
2118,2013-02-04,2013,1
2119,2013-02-05,2013,1
2120,2013-02-08,6039,3
2121,2013-02-09,2013,1
2122,2013-02-11,2013,1
2123,2013-02-16,2013,1
2124,2013-02-17,2013,1
2125,2013-02-22,2013,1
2126,2013-02-23,2013,1
2127,2013-02-26,2013,1
2128,2013-02-28,4026,2
2129,2013-03-04,4026,2
2130,2013-03-07,4026,2
2131,2013-03-08,2013,1
2132,2013-03-11,2013,1
2133,2013-03-14,2013,1
2134,2013-03-15,4026,2
2135,2013-03-17,4026,2
2136,2013-03-18,2013,1
2137,2013-03-19,2013,1
2138,2013-03-22,4026,2
2139,2013-03-29,4026,2
2140,2013-03-31,2013,1
2141,2013-04-01,2013,1
2142,2013-04-03,2013,1
2143,2013-04-06,4026,2
2144,2013-04-08,2013,1
2145,2013-04-15,6039,3
2146,2013-04-18,2013,1
2147,2013-04-24,2013,1
2148,2013-04-25,2013,1
2149,2013-04-27,2013,1
2150,2013-05-01,2013,1
2151,2013-05-06,2013,1
2152,2013-05-08,6039,3
2153,2013-05-11,2013,1
2154,2013-05-14,4026,2
2155,2013-05-15,12078,6
2156,2013-05-16,10065,5
2157,2013-05-17,2013,1
2158,2013-05-18,2013,1
2159,2013-05-20,16104,8
2160,2013-05-21,4026,2
2161,2013-05-25,2013,1
2162,2013-05-27,4026,2
2163,2013-05-28,18117,9
2164,2013-05-29,10065,5
2165,2013-05-30,6039,3
2166,2013-06-05,2013,1
2167,2013-06-07,4026,2
2168,2013-06-08,4026,2
2169,2013-06-09,2013,1
2170,2013-06-10,20130,10
2171,2013-06-11,2013,1
2172,2013-06-14,2013,1
2173,2013-06-15,2013,1
2174,2013-06-16,20130,10
2175,2013-06-17,6039,3
2176,2013-06-18,4026,2
2177,2013-06-19,4026,2
2178,2013-06-21,2013,1
2179,2013-06-22,8052,4
2180,2013-06-23,6039,3
2181,2013-06-24,4026,2
2182,2013-06-25,6039,3
2183,2013-06-27,10065,5
2184,2013-06-28,10065,5
2185,2013-06-29,2013,1
2186,2013-07-01,6039,3
2187,2013-07-02,16104,8
2188,2013-07-03,4026,2
2189,2013-07-05,6039,3
2190,2013-07-08,6039,3
2191,2013-07-11,14091,7
2192,2013-07-12,8052,4
2193,2013-07-13,6039,3
2194,2013-07-14,20130,10
2195,2013-07-15,4026,2
2196,2013-07-17,2013,1
2197,2013-07-19,2013,1
2198,2013-07-20,2013,1
2199,2013-07-21,8052,4
2200,2013-07-22,4026,2
2201,2013-07-23,8052,4
2202,2013-07-24,8052,4
2203,2013-07-25,4026,2
2204,2013-07-28,2013,1
2205,2013-07-29,20130,10
2206,2013-07-30,4026,2
2207,2013-07-31,4026,2
2208,2013-08-01,4026,2
2209,2013-08-03,2013,1
2210,2013-08-05,2013,1
2211,2013-08-06,8052,4
2212,2013-08-07,2013,1
2213,2013-08-09,4026,2
2214,2013-08-10,12078,6
2215,2013-08-11,2013,1
2216,2013-08-12,6039,3
2217,2013-08-13,4026,2
2218,2013-08-14,2013,1
2219,2013-08-15,4026,2
2220,2013-08-17,2013,1
2221,2013-08-18,2013,1
2222,2013-08-20,16104,8
2223,2013-08-21,2013,1
2224,2013-08-22,6039,3
2225,2013-08-23,2013,1
2226,2013-08-25,14091,7
2227,2013-08-28,4026,2
2228,2013-08-29,2013,1
2229,2013-08-30,4026,2
2230,2013-08-31,4026,2
2231,2013-09-01,2013,1
2232,2013-09-02,2013,1
2233,2013-09-03,4026,2
2234,2013-09-04,4026,2
2235,2013-09-07,2013,1
2236,2013-09-08,4026,2
2237,2013-09-09,4026,2
2238,2013-09-11,2013,1
2239,2013-09-12,2013,1
2240,2013-09-13,2013,1
2241,2013-09-14,2013,1
2242,2013-09-15,4026,2
2243,2013-09-16,2013,1
2244,2013-09-17,2013,1
2245,2013-09-18,2013,1
2246,2013-09-21,4026,2
2247,2013-09-22,2013,1
2248,2013-09-24,4026,2
2249,2013-09-25,2013,1
2250,2013-09-26,6039,3
2251,2013-09-27,2013,1
2252,2013-09-29,4026,2
2253,2013-09-30,4026,2
2254,2013-10-01,2013,1
2255,2013-10-03,2013,1
2256,2013-10-04,4026,2
2257,2013-10-05,8052,4
2258,2013-10-06,12078,6
2259,2013-10-07,8052,4
2260,2013-10-10,6039,3
2261,2013-10-12,2013,1
2262,2013-10-13,8052,4
2263,2013-10-15,2013,1
2264,2013-10-17,8052,4
2265,2013-10-18,4026,2
2266,2013-10-20,6039,3
2267,2013-10-21,2013,1
2268,2013-10-22,10065,5
2269,2013-10-23,2013,1
2270,2013-10-25,10065,5
2271,2013-10-26,2013,1
2272,2013-10-27,8052,4
2273,2013-10-29,4026,2
2274,2013-10-31,6039,3
2275,2013-11-03,2013,1
2276,2013-11-04,6039,3
2277,2013-11-05,4026,2
2278,2013-11-06,4026,2
2279,2013-11-07,6039,3
2280,2013-11-08,4026,2
2281,2013-11-10,2013,1
2282,2013-11-11,4026,2
2283,2013-11-13,6039,3
2284,2013-11-14,4026,2
2285,2013-11-17,6039,3
2286,2013-11-20,2013,1
2287,2013-11-21,4026,2
2288,2013-11-23,2013,1
2289,2013-11-25,4026,2
2290,2013-11-26,4026,2
2291,2013-11-27,10065,5
2292,2013-11-28,16104,8
2293,2013-12-01,4026,2
2294,2013-12-03,6039,3
2295,2013-12-04,2013,1
2296,2013-12-07,4026,2
2297,2013-12-08,2013,1
2298,2013-12-09,6039,3
2299,2013-12-10,4026,2
2300,2013-12-13,8052,4
2301,2013-12-14,4026,2
2302,2013-12-15,4026,2
2303,2013-12-16,14091,7
2304,2013-12-17,4026,2
2305,2013-12-18,2013,1
2306,2013-12-19,8052,4
2307,2013-12-20,2013,1
2308,2013-12-21,4026,2
2309,2013-12-23,2013,1
2310,2013-12-25,2013,1
2311,2013-12-27,2013,1
2312,2013-12-29,6039,3
2313,2013-12-31,2013,1
2314,2014-01-01,2014,1
2315,2014-01-02,2014,1
2316,2014-01-03,12084,6
2317,2014-01-04,12084,6
2318,2014-01-05,6042,3
2319,2014-01-06,2014,1
2320,2014-01-07,4028,2
2321,2014-01-08,2014,1
2322,2014-01-09,4028,2
2323,2014-01-10,2014,1
2324,2014-01-12,2014,1
2325,2014-01-13,4028,2
2326,2014-01-14,6042,3
2327,2014-01-15,4028,2
2328,2014-01-16,6042,3
2329,2014-01-17,2014,1
2330,2014-01-18,6042,3
2331,2014-01-19,6042,3
2332,2014-01-20,2014,1
2333,2014-01-21,2014,1
2334,2014-01-22,6042,3
2335,2014-01-23,4028,2
2336,2014-01-24,2014,1
2337,2014-01-25,2014,1
2338,2014-01-26,2014,1
2339,2014-01-27,2014,1
2340,2014-01-28,2014,1
2341,2014-01-29,2014,1
2342,2014-01-30,4028,2
2343,2014-01-31,4028,2
2344,2014-02-01,2014,1
2345,2014-02-02,2014,1
2346,2014-02-03,10070,5
2347,2014-02-04,2014,1
2348,2014-02-05,4028,2
2349,2014-02-06,4028,2
2350,2014-02-07,2014,1
2351,2014-02-09,2014,1
2352,2014-02-10,2014,1
2353,2014-02-11,2014,1
2354,2014-02-13,8056,4
2355,2014-02-14,4028,2
2356,2014-02-15,2014,1
2357,2014-02-16,8056,4
2358,2014-02-17,4028,2
2359,2014-02-18,12084,6
2360,2014-02-21,2014,1
2361,2014-02-22,10070,5
2362,2014-02-24,6042,3
2363,2014-02-25,4028,2
2364,2014-02-27,4028,2
2365,2014-02-28,2014,1
2366,2014-03-03,4028,2
2367,2014-03-04,4028,2
2368,2014-03-05,6042,3
2369,2014-03-06,2014,1
2370,2014-03-07,2014,1
2371,2014-03-09,2014,1
2372,2014-03-13,2014,1
2373,2014-03-15,4028,2
2374,2014-03-19,4028,2
2375,2014-03-20,2014,1
2376,2014-03-21,6042,3
2377,2014-03-25,2014,1
2378,2014-03-27,2014,1
2379,2014-03-28,2014,1
2380,2014-03-30,2014,1
2381,2014-04-02,2014,1
2382,2014-04-03,2014,1
2383,2014-04-04,14098,7
2384,2014-04-05,4028,2
2385,2014-04-06,2014,1
2386,2014-04-07,10070,5
2387,2014-04-08,4028,2
2388,2014-04-09,4028,2
2389,2014-04-10,2014,1
2390,2014-04-11,2014,1
2391,2014-04-13,4028,2
2392,2014-04-14,6042,3
2393,2014-04-15,4028,2
2394,2014-04-16,6042,3
2395,2014-04-17,2014,1
2396,2014-04-19,4028,2
2397,2014-04-20,2014,1
2398,2014-04-21,8056,4
2399,2014-04-23,2014,1
2400,2014-04-25,2014,1
2401,2014-04-28,10070,5
2402,2014-05-02,2014,1
2403,2014-05-03,2014,1
2404,2014-05-05,6042,3
2405,2014-05-06,4028,2
2406,2014-05-07,2014,1
2407,2014-05-09,2014,1
2408,2014-05-10,4028,2
2409,2014-05-11,4028,2
2410,2014-05-12,2014,1
2411,2014-05-13,2014,1
2412,2014-05-15,2014,1
2413,2014-05-16,2014,1
2414,2014-05-18,2014,1
2415,2014-05-19,2014,1
2416,2014-05-20,4028,2
2417,2014-05-22,2014,1
2418,2014-05-23,2014,1
2419,2014-05-24,2014,1
2420,2014-05-25,4028,2
2421,2014-05-27,2014,1
2422,2014-05-28,8056,4
2423,2014-05-31,2014,1
2424,2014-06-01,2014,1
2425,2014-06-02,10070,5
2426,2014-06-03,4028,2
2427,2014-06-04,6042,3
2428,2014-06-05,14098,7
2429,2014-06-06,8056,4
2430,2014-06-07,6042,3
2431,2014-06-08,6042,3
2432,2014-06-09,4028,2
2433,2014-06-10,8056,4
2434,2014-06-11,14098,7
2435,2014-06-12,2014,1
2436,2014-06-14,6042,3
2437,2014-06-15,14098,7
2438,2014-06-16,2014,1
2439,2014-06-17,12084,6
2440,2014-06-18,24168,12
2441,2014-06-19,2014,1
2442,2014-06-20,8056,4
2443,2014-06-21,12084,6
2444,2014-06-22,8056,4
2445,2014-06-24,6042,3
2446,2014-06-25,4028,2
2447,2014-06-26,4028,2
2448,2014-06-28,8056,4
2449,2014-06-29,2014,1
2450,2014-06-30,4028,2
2451,2014-07-01,2014,1
2452,2014-07-02,6042,3
2453,2014-07-03,6042,3
2454,2014-07-04,8056,4
2455,2014-07-05,4028,2
2456,2014-07-06,6042,3
2457,2014-07-07,12084,6
2458,2014-07-08,8056,4
2459,2014-07-09,12084,6
2460,2014-07-10,14098,7
2461,2014-07-11,4028,2
2462,2014-07-12,10070,5
2463,2014-07-13,4028,2
2464,2014-07-14,6042,3
2465,2014-07-15,16112,8
2466,2014-07-16,2014,1
2467,2014-07-17,14098,7
2468,2014-07-18,8056,4
2469,2014-07-19,10070,5
2470,2014-07-21,6042,3
2471,2014-07-22,6042,3
2472,2014-07-23,8056,4
2473,2014-07-24,6042,3
2474,2014-07-25,6042,3
2475,2014-07-26,4028,2
2476,2014-07-27,8056,4
2477,2014-07-28,12084,6
2478,2014-07-29,2014,1
2479,2014-07-30,2014,1
2480,2014-07-31,4028,2
2481,2014-08-01,10070,5
2482,2014-08-02,14098,7
2483,2014-08-03,6042,3
2484,2014-08-04,4028,2
2485,2014-08-05,6042,3
2486,2014-08-06,10070,5
2487,2014-08-07,12084,6
2488,2014-08-08,8056,4
2489,2014-08-09,4028,2
2490,2014-08-10,10070,5
2491,2014-08-12,6042,3
2492,2014-08-13,2014,1
2493,2014-08-15,10070,5
2494,2014-08-16,4028,2
2495,2014-08-20,4028,2
2496,2014-08-21,4028,2
2497,2014-08-22,2014,1
2498,2014-08-23,8056,4
2499,2014-08-24,6042,3
2500,2014-08-25,6042,3
2501,2014-08-26,2014,1
2502,2014-08-28,6042,3
2503,2014-08-30,12084,6
2504,2014-08-31,2014,1
2505,2014-09-01,6042,3
2506,2014-09-02,4028,2
2507,2014-09-03,4028,2
2508,2014-09-04,12084,6
2509,2014-09-05,8056,4
2510,2014-09-06,4028,2
2511,2014-09-07,12084,6
2512,2014-09-08,2014,1
2513,2014-09-10,4028,2
2514,2014-09-11,8056,4
2515,2014-09-12,8056,4
2516,2014-09-13,2014,1
2517,2014-09-14,4028,2
2518,2014-09-15,2014,1
2519,2014-09-17,4028,2
2520,2014-09-18,2014,1
2521,2014-09-19,2014,1
2522,2014-09-20,2014,1
2523,2014-09-21,4028,2
2524,2014-09-23,12084,6
2525,2014-09-24,6042,3
2526,2014-09-25,4028,2
2527,2014-09-26,4028,2
2528,2014-09-27,6042,3
2529,2014-09-28,4028,2
2530,2014-09-29,6042,3
2531,2014-09-30,14098,7
2532,2014-10-01,8056,4
2533,2014-10-02,4028,2
2534,2014-10-03,4028,2
2535,2014-10-04,6042,3
2536,2014-10-05,4028,2
2537,2014-10-06,4028,2
2538,2014-10-07,4028,2
2539,2014-10-08,6042,3
2540,2014-10-09,2014,1
2541,2014-10-10,8056,4
2542,2014-10-11,12084,6
2543,2014-10-12,8056,4
2544,2014-10-13,6042,3
2545,2014-10-14,4028,2
2546,2014-10-16,12084,6
2547,2014-10-17,8056,4
2548,2014-10-18,4028,2
2549,2014-10-19,2014,1
2550,2014-10-20,6042,3
2551,2014-10-21,8056,4
2552,2014-10-22,10070,5
2553,2014-10-24,4028,2
2554,2014-10-25,8056,4
2555,2014-10-26,10070,5
2556,2014-10-27,8056,4
2557,2014-10-28,4028,2
2558,2014-10-29,10070,5
2559,2014-10-31,8056,4
2560,2014-11-01,4028,2
2561,2014-11-02,6042,3
2562,2014-11-04,6042,3
2563,2014-11-05,2014,1
2564,2014-11-07,6042,3
2565,2014-11-08,12084,6
2566,2014-11-09,6042,3
2567,2014-11-10,2014,1
2568,2014-11-11,2014,1
2569,2014-11-12,12084,6
2570,2014-11-14,6042,3
2571,2014-11-15,2014,1
2572,2014-11-16,2014,1
2573,2014-11-17,10070,5
2574,2014-11-18,6042,3
2575,2014-11-19,6042,3
2576,2014-11-20,8056,4
2577,2014-11-21,12084,6
2578,2014-11-22,8056,4
2579,2014-11-23,4028,2
2580,2014-11-24,8056,4
2581,2014-11-26,4028,2
2582,2014-11-27,2014,1
2583,2014-11-28,2014,1
2584,2014-11-29,2014,1
2585,2014-11-30,2014,1
2586,2014-12-01,2014,1
2587,2014-12-02,2014,1
2588,2014-12-03,4028,2
2589,2014-12-04,4028,2
2590,2014-12-05,4028,2
2591,2014-12-06,12084,6
2592,2014-12-07,6042,3
2593,2014-12-08,2014,1
2594,2014-12-09,8056,4
2595,2014-12-10,6042,3
2596,2014-12-11,2014,1
2597,2014-12-12,10070,5
2598,2014-12-13,4028,2
2599,2014-12-14,2014,1
2600,2014-12-16,4028,2
2601,2014-12-17,6042,3
2602,2014-12-18,6042,3
2603,2014-12-20,4028,2
2604,2014-12-22,2014,1
2605,2014-12-23,2014,1
2606,2014-12-24,2014,1
2607,2014-12-25,6042,3
2608,2014-12-26,2014,1
2609,2014-12-27,2014,1
2610,2014-12-28,2014,1
2611,2014-12-29,10070,5
2612,2014-12-30,4028,2
2613,2014-12-31,2014,1
2614,2015-01-01,2015,1
2615,2015-01-02,2015,1
2616,2015-01-05,2015,1
2617,2015-01-06,2015,1
2618,2015-01-07,2015,1
2619,2015-01-08,6045,3
2620,2015-01-09,2015,1
2621,2015-01-12,10075,5
2622,2015-01-13,2015,1
2623,2015-01-16,2015,1
2624,2015-01-19,2015,1
2625,2015-01-20,4030,2
2626,2015-01-21,6045,3
2627,2015-01-22,6045,3
2628,2015-01-23,4030,2
2629,2015-01-24,2015,1
2630,2015-01-25,2015,1
2631,2015-01-26,2015,1
2632,2015-01-28,4030,2
2633,2015-01-29,2015,1
2634,2015-01-30,12090,6
2635,2015-01-31,2015,1
2636,2015-02-01,2015,1
2637,2015-02-02,4030,2
2638,2015-02-03,6045,3
2639,2015-02-06,2015,1
2640,2015-02-07,6045,3
2641,2015-02-08,2015,1
2642,2015-02-09,8060,4
2643,2015-02-11,2015,1
2644,2015-02-12,2015,1
2645,2015-02-13,2015,1
2646,2015-02-15,2015,1
2647,2015-02-17,12090,6
2648,2015-02-18,4030,2
2649,2015-02-21,2015,1
2650,2015-02-22,4030,2
2651,2015-02-24,20150,10
2652,2015-02-26,4030,2
2653,2015-02-28,10075,5
2654,2015-03-01,2015,1
2655,2015-03-02,8060,4
2656,2015-03-03,4030,2
2657,2015-03-04,2015,1
2658,2015-03-05,8060,4
2659,2015-03-06,2015,1
2660,2015-03-07,4030,2
2661,2015-03-08,4030,2
2662,2015-03-09,2015,1
2663,2015-03-11,14105,7
2664,2015-03-12,2015,1
2665,2015-03-13,8060,4
2666,2015-03-14,4030,2
2667,2015-03-15,2015,1
2668,2015-03-16,2015,1
2669,2015-03-17,6045,3
2670,2015-03-22,2015,1
2671,2015-03-23,8060,4
2672,2015-03-24,12090,6
2673,2015-03-25,4030,2
2674,2015-03-26,4030,2
2675,2015-03-28,4030,2
2676,2015-03-29,2015,1
2677,2015-03-30,6045,3
2678,2015-03-31,6045,3
2679,2015-04-01,2015,1
2680,2015-04-02,10075,5
2681,2015-04-03,2015,1
2682,2015-04-04,4030,2
2683,2015-04-07,4030,2
2684,2015-04-08,4030,2
2685,2015-04-10,6045,3
2686,2015-04-11,2015,1
2687,2015-04-12,14105,7
2688,2015-04-13,6045,3
2689,2015-04-14,8060,4
2690,2015-04-15,4030,2
2691,2015-04-17,14105,7
2692,2015-04-18,2015,1
2693,2015-04-20,10075,5
2694,2015-04-21,6045,3
2695,2015-04-22,4030,2
2696,2015-04-24,4030,2
2697,2015-04-25,2015,1
2698,2015-04-26,8060,4
2699,2015-04-27,12090,6
2700,2015-04-29,2015,1
2701,2015-04-30,6045,3
2702,2015-05-01,2015,1
2703,2015-05-02,4030,2
2704,2015-05-03,2015,1
2705,2015-05-04,4030,2
2706,2015-05-05,2015,1
2707,2015-05-07,4030,2
2708,2015-05-08,6045,3
2709,2015-05-09,2015,1
2710,2015-05-10,10075,5
2711,2015-05-11,2015,1
2712,2015-05-12,12090,6
2713,2015-05-13,2015,1
2714,2015-05-14,2015,1
2715,2015-05-15,2015,1
2716,2015-05-16,4030,2
2717,2015-05-17,2015,1
2718,2015-05-18,4030,2
2719,2015-05-21,2015,1
2720,2015-05-22,2015,1
2721,2015-05-23,4030,2
2722,2015-05-24,4030,2
2723,2015-05-25,6045,3
2724,2015-05-26,2015,1
2725,2015-05-27,10075,5
2726,2015-05-28,10075,5
2727,2015-05-29,2015,1
2728,2015-05-30,4030,2
2729,2015-06-01,2015,1
2730,2015-06-02,2015,1
2731,2015-06-04,2015,1
2732,2015-06-05,2015,1
2733,2015-06-06,10075,5
2734,2015-06-07,6045,3
2735,2015-06-08,2015,1
2736,2015-06-09,10075,5
2737,2015-06-10,10075,5
2738,2015-06-11,6045,3
2739,2015-06-13,2015,1
2740,2015-06-14,2015,1
2741,2015-06-15,2015,1
2742,2015-06-16,6045,3
2743,2015-06-17,8060,4
2744,2015-06-18,6045,3
2745,2015-06-21,4030,2
2746,2015-06-22,6045,3
2747,2015-06-23,6045,3
2748,2015-06-24,2015,1
2749,2015-06-25,16120,8
2750,2015-06-28,2015,1
2751,2015-06-29,6045,3
2752,2015-07-01,8060,4
2753,2015-07-02,2015,1
2754,2015-07-03,6045,3
2755,2015-07-04,12090,6
2756,2015-07-05,16120,8
2757,2015-07-06,12090,6
2758,2015-07-07,6045,3
2759,2015-07-08,4030,2
2760,2015-07-09,22165,11
2761,2015-07-11,6045,3
2762,2015-07-12,8060,4
2763,2015-07-13,2015,1
2764,2015-07-14,6045,3
2765,2015-07-15,10075,5
2766,2015-07-16,2015,1
2767,2015-07-17,6045,3
2768,2015-07-18,2015,1
2769,2015-07-21,10075,5
2770,2015-07-22,8060,4
2771,2015-07-23,2015,1
2772,2015-07-24,14105,7
2773,2015-07-25,2015,1
2774,2015-07-26,2015,1
2775,2015-07-28,6045,3
2776,2015-07-29,12090,6
2777,2015-07-30,8060,4
2778,2015-07-31,4030,2
2779,2015-08-02,2015,1
2780,2015-08-05,4030,2
2781,2015-08-06,4030,2
2782,2015-08-08,2015,1
2783,2015-08-09,4030,2
2784,2015-08-10,4030,2
2785,2015-08-11,2015,1
2786,2015-08-12,2015,1
2787,2015-08-13,6045,3
2788,2015-08-14,10075,5
2789,2015-08-15,8060,4
2790,2015-08-16,2015,1
2791,2015-08-17,2015,1
2792,2015-08-18,4030,2
2793,2015-08-20,2015,1
2794,2015-08-21,4030,2
2795,2015-08-22,2015,1
2796,2015-08-23,10075,5
2797,2015-08-24,10075,5
2798,2015-08-25,2015,1
2799,2015-08-26,4030,2
2800,2015-08-27,6045,3
2801,2015-08-28,4030,2
2802,2015-08-29,14105,7
2803,2015-08-30,2015,1
2804,2015-08-31,8060,4
2805,2015-09-01,12090,6
2806,2015-09-02,2015,1
2807,2015-09-03,20150,10
2808,2015-09-05,2015,1
2809,2015-09-07,2015,1
2810,2015-09-08,2015,1
2811,2015-09-09,2015,1
2812,2015-09-10,2015,1
2813,2015-09-11,6045,3
2814,2015-09-12,2015,1
2815,2015-09-14,2015,1
2816,2015-09-15,6045,3
2817,2015-09-17,12090,6
2818,2015-09-18,6045,3
2819,2015-09-20,6045,3
2820,2015-09-21,4030,2
2821,2015-09-23,12090,6
2822,2015-09-24,2015,1
2823,2015-09-25,12090,6
2824,2015-09-27,6045,3
2825,2015-09-28,2015,1
2826,2015-09-29,10075,5
2827,2015-09-30,4030,2
2828,2015-10-01,4030,2
2829,2015-10-02,8060,4
2830,2015-10-03,2015,1
2831,2015-10-05,8060,4
2832,2015-10-07,8060,4
2833,2015-10-08,2015,1
2834,2015-10-09,2015,1
2835,2015-10-10,10075,5
2836,2015-10-11,4030,2
2837,2015-10-14,6045,3
2838,2015-10-15,10075,5
2839,2015-10-16,4030,2
2840,2015-10-18,4030,2
2841,2015-10-19,2015,1
2842,2015-10-22,2015,1
2843,2015-10-26,2015,1
2844,2015-10-27,2015,1
2845,2015-10-28,2015,1
2846,2015-10-29,2015,1
2847,2015-10-31,2015,1
2848,2015-11-02,2015,1
2849,2015-11-03,8060,4
2850,2015-11-04,2015,1
2851,2015-11-05,6045,3
2852,2015-11-07,2015,1
2853,2015-11-08,2015,1
2854,2015-11-11,2015,1
2855,2015-11-12,4030,2
2856,2015-11-13,2015,1
2857,2015-11-16,6045,3
